group_id,method,number_neurons,neuron_indices,filtered_idxs,spike_rate,number_of_spikes,mean_combined,treatment,recording,day,recording_folder
36,combined,2,"[806, 829]","[100, 105]",0,0,0.5899137555681602,BP,1-3,5,1-3_Day5
38,combined,2,"[357, 396]","[32, 36]",0,0,0.7550395216827452,BP,1-3,5,1-3_Day5
46,combined,2,"[743, 1076]","[91, 140]",0,0,0.5221512205600223,BP,1-3,5,1-3_Day5
53,combined,2,"[33, 91]","[4, 11]",0,0,0.9126549551178034,BP,1-3,5,1-3_Day5
62,combined,2,"[206, 225]","[22, 23]",0,0,0.9820492725562295,BP,1-3,5,1-3_Day5
76,combined,2,"[630, 640]","[70, 72]",0,0,0.721095711351131,BP,1-3,5,1-3_Day5
86,combined,2,"[1203, 1224]","[166, 167]",0,0,0.668994346009866,BP,1-3,5,1-3_Day5
88,combined,2,"[1105, 1146]","[145, 152]",0,0,0.5489939561949002,BP,1-3,5,1-3_Day5
111,combined,2,"[737, 845]","[88, 108]",0,0,0.5024054645831341,BP,1-3,5,1-3_Day5
119,combined,2,"[505, 514]","[54, 56]",0,0,0.5212344665624739,BP,1-3,5,1-3_Day5
120,combined,2,"[418, 429]","[41, 43]",0,0,0.9117418153643482,BP,1-3,5,1-3_Day5
127,combined,2,"[832, 849]","[106, 109]",0,0,0.7164602388749194,BP,1-3,5,1-3_Day5
131,combined,2,"[266, 354]","[25, 31]",0,0,0.5648551512120161,BP,1-3,5,1-3_Day5
133,combined,3,"[738, 786, 1154]","[89, 97, 155]",0,0,0.6917083965486475,BP,1-3,5,1-3_Day5
139,combined,2,"[685, 687]","[81, 82]",0,0,0.5634998629655185,BP,1-3,5,1-3_Day5
147,combined,2,"[181, 481]","[18, 50]",0,0,0.5892273420397618,BP,1-3,5,1-3_Day5
1,combined,2,"[841, 856]","[118, 119]",0,0,0.5116755593414438,BP,1-3,6,1-3_Day6
2,combined,2,"[470, 631]","[58, 87]",0,0,0.5105572537577308,BP,1-3,6,1-3_Day6
6,combined,2,"[697, 704]","[93, 97]",0,0,0.6749240646034621,BP,1-3,6,1-3_Day6
30,combined,2,"[698, 703]","[94, 96]",0,0,0.558796406881735,BP,1-3,6,1-3_Day6
39,combined,2,"[1027, 1105]","[148, 161]",0,0,0.6283863152960938,BP,1-3,6,1-3_Day6
84,combined,2,"[85, 87]","[10, 11]",0,0,0.6039253698587377,BP,1-3,6,1-3_Day6
135,combined,2,"[524, 525]","[67, 68]",0,0,0.8464112651941791,BP,1-3,6,1-3_Day6
138,combined,2,"[926, 945]","[133, 136]",0,0,0.7085426929387368,BP,1-3,6,1-3_Day6
7,combined,3,"[263, 271, 277]","[116, 119, 122]",0,0,0.587954005835873,BP,1-3,7,1-3_Day7
12,combined,2,"[1039, 1070]","[494, 509]",0,0,0.5123243803214748,BP,1-3,7,1-3_Day7
28,combined,2,"[947, 960]","[454, 460]",0,0,0.6573728046284878,BP,1-3,7,1-3_Day7
29,combined,8,"[968, 1013, 1031, 1042, 1043, 1055, 1056, 1081]","[463, 479, 489, 495, 496, 503, 504, 516]",0,0,0.6664958232154606,BP,1-3,7,1-3_Day7
63,combined,2,"[880, 925]","[421, 440]",0,0,0.7548675506714191,BP,1-3,7,1-3_Day7
74,combined,2,"[856, 970]","[409, 464]",0,0,0.6014295373799282,BP,1-3,7,1-3_Day7
78,combined,2,"[289, 820]","[130, 394]",0,0,0.5990594717749297,BP,1-3,7,1-3_Day7
91,combined,2,"[237, 498]","[105, 245]",0,0,0.5309934938659209,BP,1-3,7,1-3_Day7
114,combined,2,"[397, 406]","[186, 192]",0,0,0.5094827974517605,BP,1-3,7,1-3_Day7
125,combined,2,"[1106, 1122]","[522, 528]",0,0,0.6634104545605699,BP,1-3,7,1-3_Day7
140,combined,2,"[122, 306]","[49, 136]",0,0,0.6529358021910148,BP,1-3,7,1-3_Day7
143,combined,2,"[239, 318]","[107, 143]",0,0,0.5500050766066558,BP,1-3,7,1-3_Day7
146,combined,4,"[143, 157, 195, 199]","[60, 66, 87, 88]",0,0,0.6418209242431975,BP,1-3,7,1-3_Day7
147,combined,2,"[228, 259]","[101, 115]",0,0,0.565767201256041,BP,1-3,7,1-3_Day7
159,combined,2,"[399, 448]","[188, 215]",0,0,0.56189376865665,BP,1-3,7,1-3_Day7
169,combined,2,"[951, 1075]","[456, 514]",0,0,0.599331579563948,BP,1-3,7,1-3_Day7
180,combined,2,"[172, 173]","[75, 76]",0,0,0.5229467270734205,BP,1-3,7,1-3_Day7
189,combined,2,"[5, 44]","[2, 19]",0,0,0.5429703436087673,BP,1-3,7,1-3_Day7
190,combined,2,"[32, 41]","[14, 17]",0,0,0.6447003697071924,BP,1-3,7,1-3_Day7
191,combined,2,"[165, 168]","[71, 73]",0,0,0.7788150286093694,BP,1-3,7,1-3_Day7
192,combined,2,"[95, 176]","[40, 79]",0,0,0.5913083250477212,BP,1-3,7,1-3_Day7
196,combined,2,"[274, 299]","[121, 132]",0,0,0.5698855776628255,BP,1-3,7,1-3_Day7
210,combined,2,"[79, 82]","[33, 35]",0,0,0.5545941976824723,BP,1-3,7,1-3_Day7
213,combined,2,"[808, 815]","[389, 392]",0,0,0.5499689286257252,BP,1-3,7,1-3_Day7
216,combined,2,"[889, 898]","[424, 428]",0,0,0.658902835027413,BP,1-3,7,1-3_Day7
217,combined,2,"[915, 921]","[436, 438]",0,0,0.5441112428295065,BP,1-3,7,1-3_Day7
218,combined,2,"[650, 860]","[317, 411]",0,0,0.5758410435617882,BP,1-3,7,1-3_Day7
220,combined,2,"[694, 702]","[336, 340]",0,0,0.5637368589384341,BP,1-3,7,1-3_Day7
221,combined,3,"[706, 734, 763]","[343, 357, 370]",0,0,0.5906199106523367,BP,1-3,7,1-3_Day7
222,combined,2,"[759, 783]","[368, 379]",0,0,0.522060116605959,BP,1-3,7,1-3_Day7
225,combined,2,"[593, 668]","[289, 325]",0,0,0.6591038501690384,BP,1-3,7,1-3_Day7
226,combined,4,"[807, 809, 863, 864]","[388, 390, 413, 414]",0,0,0.6480104582189231,BP,1-3,7,1-3_Day7
231,combined,2,"[598, 599]","[293, 294]",0,0,0.6105503241322989,BP,1-3,7,1-3_Day7
247,combined,2,"[547, 626]","[266, 306]",0,0,0.6299423544355758,BP,1-3,7,1-3_Day7
251,combined,2,"[213, 475]","[93, 231]",0,0,0.6265729788089119,BP,1-3,7,1-3_Day7
261,combined,2,"[233, 641]","[103, 311]",0,0,0.976690046843271,BP,1-3,7,1-3_Day7
303,combined,2,"[63, 71]","[25, 28]",0,0,0.5296617715961369,BP,1-3,7,1-3_Day7
306,combined,2,"[19, 53]","[6, 22]",0,0,0.776810737610669,BP,1-3,7,1-3_Day7
317,combined,2,"[435, 455]","[208, 218]",0,0,0.8008326457017496,BP,1-3,7,1-3_Day7
321,combined,2,"[52, 119]","[21, 48]",0,0,0.7011053606504437,BP,1-3,7,1-3_Day7
351,combined,2,"[379, 391]","[177, 182]",0,0,0.5568203429452041,BP,1-3,7,1-3_Day7
357,combined,2,"[572, 588]","[278, 286]",0,0,0.6317454080140225,BP,1-3,7,1-3_Day7
371,combined,2,"[235, 327]","[104, 146]",0,0,0.5961174521592798,BP,1-3,7,1-3_Day7
375,combined,2,"[284, 354]","[126, 163]",0,0,0.7692832144729316,BP,1-3,7,1-3_Day7
399,combined,2,"[166, 169]","[72, 74]",0,0,0.6739569096438115,BP,1-3,7,1-3_Day7
413,combined,2,"[1026, 1030]","[486, 488]",0,0,0.5707608319894703,BP,1-3,7,1-3_Day7
418,combined,2,"[1065, 1115]","[507, 527]",0,0,0.8270430505389156,BP,1-3,7,1-3_Day7
419,combined,2,"[1068, 1170]","[508, 542]",0,0,0.5517763607702716,BP,1-3,7,1-3_Day7
420,combined,2,"[414, 967]","[196, 462]",0,0,0.9343793376647779,BP,1-3,7,1-3_Day7
421,combined,2,"[449, 839]","[216, 403]",0,0,0.5775354440601186,BP,1-3,7,1-3_Day7
425,combined,2,"[175, 223]","[78, 98]",0,0,0.5078039614501125,BP,1-3,7,1-3_Day7
431,combined,2,"[313, 321]","[140, 144]",0,0,0.5659350799794353,BP,1-3,7,1-3_Day7
450,combined,2,"[474, 528]","[230, 257]",0,0,0.5799960164578086,BP,1-3,7,1-3_Day7
476,combined,2,"[953, 1072]","[457, 511]",0,0,0.603797432164562,BP,1-3,7,1-3_Day7
29,combined,2,"[95, 97]","[44, 45]",0,0,0.5358149826054851,BP,1-4,10,1-4_Day10
34,combined,3,"[66, 75, 81]","[28, 32, 37]",0,0,0.8187940212915907,BP,1-4,10,1-4_Day10
37,combined,2,"[49, 50]","[20, 21]",0,0,0.7416167254503299,BP,1-4,10,1-4_Day10
65,combined,2,"[173, 194]","[69, 79]",0,0,0.5929290584518783,BP,1-4,10,1-4_Day10
68,combined,2,"[773, 784]","[310, 314]",0,0,0.7935913243541142,BP,1-4,10,1-4_Day10
71,combined,2,"[195, 227]","[80, 94]",0,0,0.7091181658908325,BP,1-4,10,1-4_Day10
83,combined,3,"[380, 384, 385]","[159, 161, 162]",0,0,0.7966161667961682,BP,1-4,10,1-4_Day10
100,combined,2,"[532, 541]","[220, 225]",0,0,0.5491195476734563,BP,1-4,10,1-4_Day10
118,combined,2,"[153, 163]","[61, 65]",0,0,0.5246269537826966,BP,1-4,10,1-4_Day10
124,combined,2,"[219, 229]","[90, 95]",0,0,0.7011533119618691,BP,1-4,10,1-4_Day10
140,combined,2,"[230, 251]","[96, 109]",0,0,0.599214745361318,BP,1-4,10,1-4_Day10
231,combined,2,"[416, 423]","[174, 179]",0,0,0.6930775902013646,BP,1-4,10,1-4_Day10
232,combined,3,"[403, 421, 429]","[170, 177, 181]",0,0,0.722783020684385,BP,1-4,10,1-4_Day10
239,combined,2,"[504, 628]","[208, 253]",0,0,0.6312211873843906,BP,1-4,10,1-4_Day10
243,combined,2,"[529, 677]","[217, 272]",0,0,0.6784106054983117,BP,1-4,10,1-4_Day10
272,combined,8,"[591, 608, 611, 632, 648, 671, 680, 696]","[239, 247, 250, 254, 261, 269, 273, 279]",0,0,0.6565225693694771,BP,1-4,10,1-4_Day10
275,combined,2,"[706, 720]","[283, 289]",0,0,0.6014766029670435,BP,1-4,10,1-4_Day10
284,combined,2,"[436, 448]","[185, 187]",0,0,0.7750023218837239,BP,1-4,10,1-4_Day10
286,combined,2,"[335, 344]","[142, 146]",0,0,0.9663103815414161,BP,1-4,10,1-4_Day10
291,combined,2,"[100, 103]","[47, 48]",0,0,0.7272815983302823,BP,1-4,10,1-4_Day10
65,combined,2,"[218, 243]","[110, 120]",0,0,0.8411580797955073,BP,1-4,13,1-4_Day13
253,combined,3,"[188, 199, 214]","[95, 102, 107]",0,0,0.704000755352085,BP,1-4,13,1-4_Day13
289,combined,2,"[177, 197]","[88, 101]",0,0,0.5929164290609071,BP,1-4,13,1-4_Day13
333,combined,2,"[637, 651]","[292, 301]",0,0,0.8441342319719879,BP,1-4,13,1-4_Day13
1,combined,2,"[73, 74]","[7, 8]",0,0,0.6403550183878346,BP,1-4,2,1-4_Day2
2,combined,2,"[21, 25]","[2, 3]",0,0,0.5481198477806491,BP,1-4,2,1-4_Day2
5,combined,2,"[722, 736]","[50, 51]",0,0,0.6530547547463612,BP,1-4,4,1-4_Day4
9,combined,2,"[246, 281]","[16, 18]",0,0,0.5274536361142069,BP,1-4,4,1-4_Day4
18,combined,3,"[312, 517, 823]","[19, 34, 57]",0,0,0.573422724632663,BP,1-4,4,1-4_Day4
15,combined,2,"[680, 759]","[124, 136]",0,0,0.5443580288297813,BP,1-4,5,1-4_Day5
20,combined,3,"[585, 586, 595]","[107, 108, 111]",0,0,0.8075055659846608,BP,1-4,5,1-4_Day5
23,combined,2,"[333, 344]","[50, 52]",0,0,0.9915843774182489,BP,1-4,5,1-4_Day5
33,combined,2,"[364, 369]","[57, 60]",0,0,0.8544555185507287,BP,1-4,5,1-4_Day5
36,combined,2,"[710, 738]","[127, 133]",0,0,0.9954256414034771,BP,1-4,5,1-4_Day5
50,combined,2,"[486, 493]","[82, 83]",0,0,0.5988005813489097,BP,1-4,5,1-4_Day5
51,combined,2,"[504, 506]","[87, 88]",0,0,0.913553907226754,BP,1-4,5,1-4_Day5
60,combined,2,"[648, 661]","[118, 121]",0,0,0.890919571233927,BP,1-4,5,1-4_Day5
70,combined,2,"[676, 715]","[122, 128]",0,0,0.6329822087643419,BP,1-4,5,1-4_Day5
81,combined,2,"[375, 382]","[61, 63]",0,0,0.9093726385847866,BP,1-4,5,1-4_Day5
82,combined,2,"[531, 727]","[96, 131]",0,0,0.5451105333143289,BP,1-4,5,1-4_Day5
86,combined,2,"[326, 327]","[48, 49]",0,0,0.982911988113857,BP,1-4,5,1-4_Day5
132,combined,2,"[448, 481]","[76, 81]",0,0,0.714638380644702,BP,1-4,5,1-4_Day5
15,combined,2,"[198, 297]","[54, 86]",0,0,0.5235802251538362,BP,1-4,6,1-4_Day6
27,combined,2,"[553, 713]","[175, 208]",0,0,0.5221181366575451,BP,1-4,6,1-4_Day6
41,combined,2,"[742, 750]","[219, 224]",0,0,0.6029179862489197,BP,1-4,6,1-4_Day6
43,combined,2,"[485, 492]","[148, 153]",0,0,0.9537381037113004,BP,1-4,6,1-4_Day6
47,combined,2,"[268, 269]","[78, 79]",0,0,0.5525785027344918,BP,1-4,6,1-4_Day6
56,combined,2,"[343, 347]","[104, 105]",0,0,0.986183640053204,BP,1-4,6,1-4_Day6
80,combined,2,"[400, 430]","[120, 126]",0,0,0.5027695602637658,BP,1-4,6,1-4_Day6
86,combined,2,"[241, 248]","[69, 71]",0,0,0.6555100769288296,BP,1-4,6,1-4_Day6
145,combined,2,"[29, 43]","[8, 15]",0,0,0.8547521746238151,BP,1-4,6,1-4_Day6
146,combined,2,"[92, 94]","[26, 27]",0,0,0.870975645685906,BP,1-4,6,1-4_Day6
159,combined,2,"[501, 505]","[157, 158]",0,0,0.5091111151656378,BP,1-4,6,1-4_Day6
160,combined,2,"[457, 461]","[135, 139]",0,0,0.9903992334123951,BP,1-4,6,1-4_Day6
179,combined,2,"[30, 34]","[9, 10]",0,0,0.5790745765547006,BP,1-4,6,1-4_Day6
189,combined,2,"[735, 744]","[216, 220]",0,0,0.6497151602827124,BP,1-4,6,1-4_Day6
195,combined,3,"[251, 254, 262]","[72, 73, 75]",0,0,0.7763224664657539,BP,1-4,6,1-4_Day6
204,combined,2,"[200, 213]","[55, 60]",0,0,0.6941371326622071,BP,1-4,6,1-4_Day6
207,combined,2,"[326, 327]","[98, 99]",0,0,0.9055664180192159,BP,1-4,6,1-4_Day6
212,combined,2,"[324, 328]","[97, 100]",0,0,0.603190870767597,BP,1-4,6,1-4_Day6
21,combined,4,"[330, 338, 369, 391]","[154, 159, 173, 178]",0,0,0.7015994297970303,BP,1-4,7,1-4_Day7
25,combined,2,"[497, 500]","[228, 230]",0,0,0.5934833789619771,BP,1-4,7,1-4_Day7
57,combined,2,"[349, 355]","[165, 168]",0,0,0.5382783881389768,BP,1-4,7,1-4_Day7
79,combined,2,"[191, 226]","[97, 112]",0,0,0.5359120677702949,BP,1-4,7,1-4_Day7
97,combined,2,"[264, 287]","[129, 134]",0,0,0.7085398830727119,BP,1-4,7,1-4_Day7
